date;close
02/01/2020;100
03/01/2020;99.5
06/01/2020;100.2
07/01/2020;99.8
08/01/2020;100.5
09/01/2020;101.2
10/01/2020;101.0
13/01/2020;101.8
14/01/2020;101.5
15/01/2020;102.2
16/01/2020;103.0
17/01/2020;103.5
20/01/2020;103.2
21/01/2020;102.8
22/01/2020;103.1
23/01/2020;102.5
24/01/2020;101.8
27/01/2020;100.2
28/01/2020;101.0
29/01/2020;101.5
30/01/2020;100.8
31/01/2020;99.0
03/02/2020;99.5
04/02/2020;100.2
05/02/2020;101.0
06/02/2020;101.8
07/02/2020;101.5
10/02/2020;102.2
11/02/2020;102.8
12/02/2020;103.5
13/02/2020;104.0
14/02/2020;104.5
17/02/2020;104.8
18/02/2020;105.2
19/02/2020;105.0
20/02/2020;104.2
21/02/2020;103.0
24/02/2020;98.5
25/02/2020;95.0
26/02/2020;92.0
27/02/2020;88.0
28/02/2020;85.0
02/03/2020;88.0
03/03/2020;90.0
04/03/2020;89.0
05/03/2020;87.0
06/03/2020;85.0
09/03/2020;78.0
10/03/2020;82.0
11/03/2020;79.0
12/03/2020;72.0
13/03/2020;75.0
16/03/2020;70.0
17/03/2020;73.0
18/03/2020;68.0
19/03/2020;72.0
20/03/2020;74.0
23/03/2020;70.0
24/03/2020;76.0
25/03/2020;80.0
26/03/2020;82.0
27/03/2020;81.0
30/03/2020;83.0
31/03/2020;85.0
01/04/2020;84.0
02/04/2020;86.0
03/04/2020;85.0
